Well_ID,Operator,Region,Well_Type,Formation,Latitude,Longitude,Spud_Date,Completion_Date,TVD_Depth_m,Status,Initial_Production_boe_d,Current_Production_boe_d,Water_Cut_pct,Royalty_Rate_pct,Cumulative_Oil_bbl,Cumulative_Gas_mcf,Cumulative_Water_bbl
AB-100141,Canadian Natural Resources,Peace River,Oil,McMurray,56.8035,-117.378,2022-01-02,2022-03-30,890.6,Orphan,22.2,0.0,,20.35,21729.0,293.0,49606.0
AB-100142,Suncor Energy,Peace River,Oil Sands,Duvernay,56.7822,-117.3756,1998-02-23,1998-07-19,1425.7,Producing,87.9,0.2,98.0,5.62,773006.0,56.0,1722960.0
AB-100143,Baytex Energy,Peace River,Oil Sands,McMurray,56.8793,-116.6912,2009-07-02,2009-11-13,1804.5,Producing,225.3,14.6,62.5,8.29,578044.0,24.0,815891.0
AB-100144,Canadian Natural Resources,Lloydminster,Oil,Clearwater,53.2396,-109.9168,1998-02-16,1998-03-21,1495.7,Suspended,42.4,0.0,81.3,31.63,292829.0,142.0,860384.0
AB-100145,Athabasca Oil Corp,Cold Lake,Oil Sands,Clearwater,54.0906,-110.2175,2023-04-09,2023-07-03,1612.9,Producing,13.8,9.2,37.8,4.0,6879.0,165.0,19734.0
AB-100146,Suncor Energy,Grande Prairie,Oil Sands,Colorado Group,55.2792,-118.8764,2018-02-22,2018-05-14,2505.4,Producing,11.0,1.3,35.9,7.79,15573.0,3763.0,13632.0
AB-100147,Baytex Energy,Lloydminster,Oil Sands,Viking,52.9216,-109.7887,2022-12-01,2023-04-07,1115.7,Producing,125.4,42.7,34.8,9.37,117487.0,1324.0,193231.0
AB-100148,Cenovus Energy,Peace River,Heavy Oil,Cardium,56.8901,-117.4157,2012-04-27,2012-07-23,1984.7,Suspended,16.9,0.0,88.6,36.55,36845.0,34.0,32476.0
AB-100149,Cenovus Energy,Cold Lake,Heavy Oil,Duvernay,54.2978,-110.2669,2016-04-27,2016-07-13,485.8,Producing,238.7,62.7,77.8,36.91,649305.0,157.0,1138554.0
AB-100150,Baytex Energy,Grande Prairie,Oil,Colorado Group,55.5322,-118.6402,2018-02-26,2018-06-27,2538.3,Producing,98.7,16.3,65.1,31.62,218270.0,269.0,305711.0
AB-100151,MEG Energy,Grande Prairie,Oil Sands,Viking,54.968,-119.219,2003-02-25,2003-07-18,880.3,Abandoned,254.4,0.0,63.6,18.4,1865502.0,624.0,599766.0
AB-100152,Whitecap Resources,Athabasca,Heavy Oil,McMurray,56.8922,-111.4693,2022-07-14,2022-08-29,,Suspended,115.1,0.0,,4.03,143269.0,236.0,350309.0
AB-100153,Cenovus Energy,Grande Prairie,Gas,Clearwater,55.487,-118.7516,2019-09-15,2020-03-12,300.0,Producing,54.6,9.6,11.8,31.79,1484.0,5520.0,2614.0
AB-100154,Suncor Energy,Peace River,Oil,Viking,56.7324,-116.6183,2012-12-19,2013-06-15,1621.6,Producing,49.2,9.6,55.7,23.3,229399.0,1404.0,608588.0
AB-100155,Cenovus Energy,Cold Lake,Gas,Bakken,54.1374,-110.1499,2019-01-02,2019-04-19,1447.8,Producing,29.0,13.0,,16.28,4478.0,890.0,3814.0
AB-100156,Athabasca Oil Corp,Lloydminster,Heavy Oil,Montney,53.2659,-109.7721,2000-05-11,2000-11-01,2244.8,Suspended,92.0,0.0,56.6,5.97,482848.0,711.0,1214661.0
AB-100157,Obsidian Energy,Peace River,Oil Sands,Montney,56.0134,-117.0903,2015-03-16,2015-08-13,3985.3,Abandoned,104.2,0.0,65.4,32.35,273580.0,204.0,818658.0
AB-100158,Obsidian Energy,Peace River,Gas,Viking,56.2201,-117.1495,2020-04-27,2020-07-10,2427.9,Suspended,210.1,0.0,77.7,32.38,3864.0,991.0,9156.0
AB-100159,Baytex Energy,Lloydminster,Oil Sands,Clearwater,53.1126,-109.9549,2017-01-03,2017-03-02,1857.4,Suspended,76.4,0.0,47.6,26.51,240148.0,237.0,447342.0
AB-100160,Baytex Energy,Cold Lake,Oil Sands,McMurray,54.2455,-110.2095,2013-08-08,2013-10-20,2072.7,Abandoned,22.1,0.0,61.6,6.21,68194.0,347.0,99832.0
AB-100161,Crescent Point Energy,Peace River,Gas,Colorado Group,56.9391,-116.8636,2010-12-21,2011-05-06,1757.5,Producing,115.9,2.4,60.3,9.47,2320.0,10143.0,2350.0
AB-100162,Cenovus Energy,Peace River,Heavy Oil,Cardium,56.8243,-116.87,2013-06-25,2013-09-03,1847.6,Suspended,18.4,0.0,42.3,28.57,83344.0,5850.0,93419.0
AB-100163,Athabasca Oil Corp,Grande Prairie,Gas,Duvernay,55.5134,-118.6508,2013-05-03,2013-08-11,976.6,Producing,221.7,5.5,63.2,25.36,4322.0,15313.0,8146.0
AB-100164,Canadian Natural Resources,Lloydminster,Oil Sands,Cardium,53.183,-109.6869,2008-09-20,2008-11-21,2292.5,Abandoned,77.0,0.0,53.7,24.13,218578.0,338.0,333957.0
AB-100165,Cenovus Energy,Medicine Hat,Oil,Bakken,50.0612,-110.4466,2002-07-09,2002-09-20,2508.0,Producing,223.0,12.2,72.8,18.75,1540252.0,90.0,541693.0
AB-100166,Cenovus Energy,Peace River,Heavy Oil,Colorado Group,56.6996,-116.6618,2003-03-24,2003-07-06,2039.6,Producing,15.0,0.9,61.4,3.03,54202.0,1571.0,78214.0
AB-100167,Suncor Energy,Grande Prairie,Oil Sands,Clearwater,55.5048,-118.6171,2004-11-15,2005-05-03,1173.1,Abandoned,163.4,0.0,74.3,3.43,762783.0,248.0,2160586.0
AB-100168,Cenovus Energy,Peace River,Oil,Duvernay,56.7894,-117.0838,2017-02-06,2017-07-08,2015.9,Producing,90.0,15.1,58.7,9.57,124863.0,72.0,316137.0
AB-100169,Whitecap Resources,Lloydminster,Oil,Viking,52.9815,-109.5172,2001-02-06,2001-06-27,2395.7,Producing,257.4,1.4,53.9,7.8,2147978.0,237.0,2939318.0
AB-100170,Baytex Energy,Lloydminster,Oil Sands,Cardium,53.0512,-109.8791,2013-02-19,2013-07-28,1773.6,Abandoned,200.6,0.0,64.7,20.09,793411.0,527.0,1293210.0
AB-100171,Baytex Energy,Grande Prairie,Gas,Colorado Group,55.0891,-118.6402,2020-07-04,2020-10-15,2447.8,Abandoned,68.6,0.0,73.0,16.71,4851.0,3439.0,5115.0
AB-100172,Athabasca Oil Corp,Grande Prairie,Gas,Bakken,54.9322,-118.6457,2019-02-16,2019-07-30,1919.4,Producing,10.6,2.1,69.5,23.36,1688.0,9031.0,5012.0
AB-100173,Baytex Energy,Medicine Hat,Oil Sands,Viking,50.1641,-110.7824,2001-10-18,2001-11-21,876.5,Producing,38.6,0.1,77.6,37.84,264218.0,452.0,518181.0
AB-100174,Baytex Energy,Athabasca,Gas,Bakken,57.7602,-110.5972,2011-02-13,2011-06-01,2499.2,Producing,583.5,43.6,58.1,2.36,2756.0,1076641.0,4087.0
AB-100175,Canadian Natural Resources,Athabasca,Oil,Clearwater,57.99,-110.8694,2012-12-01,2013-04-30,,Producing,40.8,0.8,90.3,10.24,157085.0,452.0,211400.0
AB-100176,Cenovus Energy,Lloydminster,Oil,Cardium,53.2497,-109.8982,2014-03-19,2014-08-19,1879.7,Producing,197.9,26.4,91.3,24.39,602244.0,38.0,750465.0
AB-100177,Athabasca Oil Corp,Grande Prairie,Oil Sands,Bakken,55.5707,-119.4897,2006-04-23,2006-07-29,1038.2,Producing,21.1,0.4,72.5,8.24,95940.0,29.0,279552.0
AB-100178,Whitecap Resources,Cold Lake,Oil,Colorado Group,54.1515,-110.4965,2006-10-20,2007-02-15,2008.9,Producing,111.0,0.2,95.3,35.5,727444.0,2041.0,2003942.0
AB-100179,Whitecap Resources,Athabasca,Heavy Oil,Duvernay,57.1001,-110.9054,2018-09-20,2019-01-28,2046.8,Producing,39.9,12.4,18.9,7.41,51724.0,582.0,63553.0
AB-100180,Canadian Natural Resources,Peace River,Oil Sands,McMurray,56.9316,-116.679,2020-03-08,2020-08-07,1874.0,Producing,101.5,62.2,75.3,39.24,116853.0,5528.0,56268.0
AB-100181,Obsidian Energy,Grande Prairie,Oil,Montney,55.2936,-118.6365,2004-10-13,2005-02-27,2074.8,Producing,279.1,4.4,50.3,2.06,1549072.0,30.0,3345467.0
AB-100182,MEG Energy,Athabasca,Oil Sands,Cardium,56.1911,-110.6562,2012-01-17,2012-04-30,1954.9,Producing,124.9,1.6,59.7,30.71,556164.0,100.0,580939.0
AB-100183,Cenovus Energy,Grande Prairie,Oil Sands,Cardium,54.8949,-118.5663,2022-02-26,2022-04-28,300.0,Producing,36.9,12.6,39.7,17.29,26876.0,371.0,56084.0
AB-100184,Imperial Oil,Peace River,Heavy Oil,Montney,56.2315,-116.8186,2009-08-24,2009-11-07,1909.9,Producing,63.0,0.3,47.2,9.46,220710.0,2787.0,397738.0
AB-100185,Whitecap Resources,Cold Lake,Oil Sands,Montney,54.1346,-109.8845,2019-08-24,2019-09-22,2047.5,Abandoned,53.0,0.0,52.0,21.72,104926.0,1702.0,265050.0
AB-100186,Imperial Oil,Medicine Hat,Gas,McMurray,50.1782,-110.5243,2001-07-06,2001-08-21,1448.2,Producing,14.2,0.4,77.4,33.31,3564.0,2048.0,7774.0
AB-100187,Whitecap Resources,Athabasca,Heavy Oil,Clearwater,56.5272,-110.7142,2000-06-01,2000-11-12,1305.2,Orphan,144.0,0.0,88.5,37.6,677101.0,21.0,764775.0
AB-100188,Cenovus Energy,Athabasca,Gas,Cardium,56.4006,-111.7436,2022-10-14,2022-12-25,2200.7,Producing,39.6,13.9,57.7,11.83,180.0,779.0,504.0
AB-100189,Cenovus Energy,Cold Lake,Heavy Oil,Colorado Group,54.6864,-109.9882,2022-12-11,2023-02-11,1120.5,Producing,237.7,180.3,56.3,6.15,207524.0,26.0,186525.0
AB-100190,Crescent Point Energy,Grande Prairie,Oil,Cardium,55.4538,-118.5696,2019-12-05,2020-05-25,1583.8,Producing,142.2,50.5,56.1,22.56,169639.0,2104.0,146431.0
AB-100191,Athabasca Oil Corp,Grande Prairie,Gas,Colorado Group,55.2379,-118.7661,1999-06-16,1999-11-23,2897.5,Producing,30.8,0.0,92.8,9.97,2057.0,9339.0,5204.0
AB-100192,MEG Energy,Grande Prairie,Oil Sands,McMurray,54.8845,-119.4547,2008-05-22,2008-08-12,997.9,Producing,115.0,18.6,90.3,25.16,486303.0,432.0,707188.0
AB-100193,Canadian Natural Resources,Medicine Hat,Oil,Cardium,49.8165,-110.8563,2008-07-21,2008-08-08,2188.9,Producing,593.7,14.5,41.0,31.87,2939694.0,50.0,3166475.0
AB-100194,Crescent Point Energy,Peace River,Oil Sands,Clearwater,56.8469,-117.1757,2014-06-02,2014-08-04,1813.4,Suspended,15.0,0.0,38.9,25.39,54903.0,31.0,48893.0
AB-100195,Canadian Natural Resources,Lloydminster,Oil,Montney,53.1636,-109.6054,2006-02-26,2006-06-09,1653.7,Producing,107.8,20.1,,17.63,573611.0,65.0,1200182.0
AB-100196,Imperial Oil,Grande Prairie,Oil,Viking,55.2736,-119.3341,2018-10-14,2019-01-14,1190.8,Abandoned,93.6,0.0,43.6,24.61,149949.0,425.0,384070.0
AB-100197,,Medicine Hat,Oil,Clearwater,50.0071,-111.1991,2002-04-21,2002-08-17,1686.0,Producing,25.9,0.0,96.4,35.76,94484.0,592.0,110675.0
AB-100198,Obsidian Energy,Medicine Hat,Heavy Oil,Colorado Group,49.8645,-110.5478,2017-03-05,2017-04-17,1869.4,Producing,31.3,3.3,33.4,4.77,53893.0,142.0,93561.0
AB-100199,Suncor Energy,Peace River,Gas,Clearwater,56.8913,-117.0362,2018-01-17,2018-07-07,1992.3,Abandoned,27.5,0.0,85.0,11.01,4020.0,5006.0,5830.0
AB-100200,Obsidian Energy,Peace River,Oil,Viking,56.6192,-117.3134,2019-12-20,2020-04-23,2531.7,Producing,91.4,45.1,90.6,3.22,97381.0,872.0,90672.0
AB-100201,Suncor Energy,Peace River,Oil,Montney,56.9325,-116.9768,2003-04-06,2003-08-11,3394.9,Producing,91.0,0.1,75.4,8.41,619609.0,20.0,1116818.0
AB-100202,Imperial Oil,Lloydminster,Oil,Clearwater,52.8126,-109.979,2022-06-22,2022-10-30,1124.7,Suspended,288.8,0.0,58.0,23.8,374818.0,61.0,455825.0
AB-100203,Athabasca Oil Corp,Medicine Hat,Oil,Bakken,49.8428,-110.8006,2011-04-13,2011-07-15,1684.1,Producing,32.1,0.2,98.0,6.28,92168.0,25.0,72573.0
AB-100204,Canadian Natural Resources,Lloydminster,Oil,Duvernay,52.8667,-109.5923,2009-05-02,2009-05-20,1211.7,Producing,122.6,2.4,77.3,32.32,553099.0,179.0,1521936.0
AB-100205,Cenovus Energy,Grande Prairie,Heavy Oil,Bakken,55.503,-118.9416,2001-05-17,2001-07-09,1245.8,Abandoned,196.8,0.0,57.6,31.56,1024086.0,81.0,2908791.0
AB-100206,Whitecap Resources,Cold Lake,Gas,Montney,54.7902,-110.272,2009-08-24,2009-12-02,300.0,Orphan,27.5,0.0,,1.5,1133.0,165.0,2208.0
AB-100207,Crescent Point Energy,Grande Prairie,Heavy Oil,Bakken,54.8437,-118.9005,2009-06-05,2009-11-27,2409.2,Abandoned,19.4,0.0,70.5,37.48,79692.0,150.0,119741.0
AB-100208,Baytex Energy,Peace River,Oil Sands,Montney,56.9579,-116.9589,2016-07-17,2016-08-09,2149.4,Producing,110.7,5.4,18.2,6.58,335276.0,341.0,449195.0
AB-100209,Cenovus Energy,Lloydminster,Heavy Oil,Montney,53.09,-109.9321,2017-04-19,2017-07-27,786.0,Producing,79.9,10.3,60.1,31.33,230223.0,92.0,630227.0
AB-100210,Athabasca Oil Corp,Grande Prairie,Heavy Oil,Duvernay,54.8365,-118.554,2021-01-25,2021-03-30,1736.0,Producing,62.0,19.5,53.6,38.01,58658.0,643.0,29754.0
AB-100211,Canadian Natural Resources,Peace River,Gas,Viking,56.3311,-116.734,2017-12-01,2018-02-21,326.0,Producing,73.7,30.2,75.4,4.78,895.0,271.0,2196.0
AB-100212,Imperial Oil,Lloydminster,Oil,Montney,53.0851,-109.5543,2015-09-23,2016-03-02,1831.7,Producing,69.8,10.0,60.7,14.03,219067.0,1935.0,558193.0
AB-100213,Whitecap Resources,Medicine Hat,Oil,Bakken,49.8417,-110.6464,2000-08-16,2000-10-07,576.7,Producing,28.0,0.1,84.7,17.32,157393.0,26.0,299552.0
AB-100214,Baytex Energy,Athabasca,Gas,Montney,57.6398,-111.7018,2009-02-24,2009-07-03,1424.3,Producing,127.0,26.7,,8.63,2566.0,2306.0,2968.0
AB-100215,Suncor Energy,Grande Prairie,Oil,Clearwater,55.2794,-118.9863,2015-09-06,2015-12-04,1056.1,Producing,70.7,3.7,,25.4,198556.0,21.0,277957.0
AB-100216,Obsidian Energy,Athabasca,Heavy Oil,Clearwater,56.4907,-111.9662,2008-02-25,2008-08-01,2677.2,Producing,94.9,0.6,57.3,8.75,343256.0,325.0,647923.0
AB-100217,Obsidian Energy,Athabasca,Oil,Montney,56.2039,-111.8683,2022-04-18,2022-07-29,515.6,Producing,174.4,53.9,56.7,26.86,200384.0,665.0,564220.0
AB-100218,Suncor Energy,Cold Lake,Oil Sands,Montney,54.1667,-110.407,2011-09-21,2011-10-16,1468.3,Abandoned,48.0,0.0,34.6,13.19,166825.0,344.0,186701.0
AB-100219,MEG Energy,Athabasca,Oil,McMurray,56.3797,-111.5072,2010-02-25,2010-03-24,1931.3,Producing,32.0,0.5,94.9,16.53,78996.0,32.0,135335.0
AB-100220,Canadian Natural Resources,Grande Prairie,Oil Sands,Bakken,55.436,-119.1763,2011-01-19,2011-05-15,1666.9,Suspended,70.2,0.0,84.6,19.94,281187.0,52.0,776614.0
AB-100221,Baytex Energy,Medicine Hat,Gas,Cardium,50.2778,-110.9347,2021-11-26,2022-04-16,2417.9,Producing,93.3,46.7,52.4,30.32,4060.0,4969.0,11585.0
AB-100222,Cenovus Energy,Athabasca,Oil,Cardium,58.4664,-111.1032,2019-04-03,2019-08-18,818.1,Abandoned,165.0,0.0,48.3,27.39,321539.0,1329.0,363745.0
AB-100223,MEG Energy,Lloydminster,Heavy Oil,Bakken,53.3887,-109.5473,2000-04-14,2000-08-18,509.3,Suspended,92.3,0.0,75.3,38.5,675385.0,106.0,1353955.0
AB-100224,MEG Energy,Peace River,Oil,Clearwater,56.6296,-116.6365,2005-04-17,2005-05-14,1757.4,Producing,81.4,2.1,98.0,10.75,284688.0,154.0,595139.0
AB-100225,Crescent Point Energy,Lloydminster,Heavy Oil,Viking,53.0808,-109.9125,2002-02-26,2002-07-18,960.2,Producing,8.3,0.0,41.9,17.98,68255.0,75.0,58116.0
AB-100226,Athabasca Oil Corp,Athabasca,Gas,Bakken,56.2635,-111.1693,2019-06-02,2019-11-20,1688.4,Producing,89.1,46.5,50.9,15.62,3107.0,625.0,6961.0
AB-100227,Canadian Natural Resources,Grande Prairie,Oil,Viking,55.5343,-119.392,2015-10-24,2016-01-02,1307.6,Producing,80.5,4.3,62.4,27.19,132461.0,65.0,328740.0
AB-100228,Whitecap Resources,Medicine Hat,Heavy Oil,Duvernay,49.974,-110.7693,2017-02-11,2017-03-26,1829.0,Suspended,121.3,0.0,59.0,3.66,212875.0,45.0,383172.0
AB-100229,Baytex Energy,Peace River,Heavy Oil,Colorado Group,56.3633,-117.0614,2016-09-10,2016-12-31,1480.7,Suspended,159.0,0.0,90.0,29.0,316584.0,129.0,725698.0
AB-100230,Baytex Energy,Cold Lake,Heavy Oil,Clearwater,54.4094,-109.9614,2008-01-25,2008-03-02,896.4,Orphan,172.4,0.0,71.4,28.34,603448.0,1587.0,909663.0
AB-100231,Whitecap Resources,Athabasca,Gas,Clearwater,57.6138,-111.7663,2003-03-18,2003-08-13,,Producing,61.2,0.0,65.0,16.3,4739.0,5460.0,2812.0
AB-100232,Crescent Point Energy,Medicine Hat,Oil Sands,Clearwater,50.1347,-110.5856,1999-01-09,1999-06-23,1415.4,Suspended,101.9,0.0,62.2,25.15,823355.0,413.0,1778272.0
AB-100233,Obsidian Energy,Grande Prairie,Oil,McMurray,54.9058,-119.3033,2007-03-12,2007-05-21,2328.6,Suspended,635.3,0.0,89.2,21.17,2876891.0,84.0,1424486.0
AB-100234,Crescent Point Energy,Peace River,Oil,Viking,56.0557,-116.8902,2003-09-13,2003-12-24,880.6,Producing,66.3,1.8,62.3,38.67,288517.0,108.0,664232.0
AB-100235,Obsidian Energy,Lloydminster,Oil,Clearwater,53.1324,-109.8258,2013-04-05,2013-06-03,1031.8,Suspended,17.7,0.0,70.7,19.14,45652.0,233.0,65930.0
AB-100236,Cenovus Energy,Grande Prairie,Oil,McMurray,55.2994,-118.6706,1998-10-19,1998-11-19,1922.9,Producing,183.1,0.8,58.7,22.24,725993.0,1064.0,1677790.0
AB-100237,Cenovus Energy,Athabasca,Gas,Duvernay,57.0047,-110.9894,2004-12-06,2005-05-13,3271.7,Producing,53.0,5.1,43.2,5.14,2657.0,32718.0,6576.0
AB-100238,Imperial Oil,Cold Lake,Oil,Clearwater,54.42,-110.0049,1999-12-26,2000-06-06,770.2,Producing,131.3,16.2,71.4,24.41,996374.0,192.0,2369692.0
AB-100239,Crescent Point Energy,Peace River,Oil,Bakken,56.3416,-116.8515,2001-06-18,2001-07-14,2053.3,Producing,177.0,6.6,89.6,4.29,993724.0,26.0,2518816.0
AB-100240,Suncor Energy,Lloydminster,Oil,McMurray,53.1212,-109.7553,2014-10-21,2015-01-15,2446.7,Producing,96.5,6.8,70.1,3.06,334654.0,470.0,210001.0
AB-100241,Crescent Point Energy,Grande Prairie,Oil Sands,Duvernay,54.8458,-119.3254,2018-06-25,2018-11-18,1100.6,Producing,81.3,10.0,55.6,10.7,145980.0,53.0,330736.0
AB-100242,Canadian Natural Resources,Grande Prairie,Oil Sands,Clearwater,54.868,-119.0638,2019-02-21,2019-06-01,1507.9,Producing,10.4,3.0,50.0,36.9,11238.0,65.0,20146.0
AB-100243,Cenovus Energy,Peace River,Gas,Montney,56.0854,-116.5275,2018-09-07,2018-10-24,1267.7,Producing,59.5,5.7,45.1,3.42,2884.0,17436.0,2909.0
AB-100244,Baytex Energy,Cold Lake,Gas,Colorado Group,54.4934,-109.8974,2015-08-08,2015-12-25,1651.2,Abandoned,78.8,0.0,70.0,27.72,1450.0,193.0,1224.0
AB-100245,Athabasca Oil Corp,Athabasca,Oil,Colorado Group,56.2391,-111.3713,2015-09-16,2015-10-05,1055.4,Producing,35.7,11.2,57.8,34.57,113500.0,80.0,44842.0
AB-100246,Crescent Point Energy,Lloydminster,Oil Sands,Colorado Group,53.1224,-110.0656,2006-05-14,2006-10-18,2460.8,Producing,132.6,0.2,78.7,9.81,730643.0,52.0,298761.0
AB-100247,Canadian Natural Resources,Lloydminster,Oil,Montney,52.8888,-109.5107,2020-11-16,2021-02-06,2078.9,Producing,98.8,63.4,28.7,16.72,151185.0,38.0,444153.0
AB-100248,Suncor Energy,Cold Lake,Oil,Clearwater,54.3905,-109.9309,2003-04-21,2003-06-07,2003.4,Producing,30.7,0.1,54.3,25.53,201389.0,11.0,522878.0
AB-100249,Athabasca Oil Corp,Athabasca,Gas,Duvernay,56.8156,-110.8657,2006-02-15,2006-03-29,1630.1,Producing,12.2,0.3,59.4,6.92,2989.0,795.0,6555.0
AB-100250,Cenovus Energy,Cold Lake,Oil Sands,Clearwater,54.7472,-110.4083,2012-08-16,2012-10-20,3059.1,Producing,9.5,0.1,55.8,12.5,32363.0,1994.0,75849.0
AB-100251,Imperial Oil,Cold Lake,Oil,Duvernay,54.6904,-110.1636,2020-05-24,2020-09-10,1580.4,Producing,97.3,55.5,,33.74,162066.0,26.0,273181.0
AB-100252,Crescent Point Energy,Peace River,Oil,Clearwater,56.4716,-117.2725,2001-11-02,2002-01-24,2086.1,Producing,47.1,0.3,84.9,21.34,202739.0,22.0,587097.0
AB-100253,Whitecap Resources,Lloydminster,Oil,Duvernay,52.8475,-110.1671,2017-08-06,2017-10-22,2160.5,Producing,13.9,1.7,45.5,20.01,42056.0,153.0,19116.0
AB-100254,Whitecap Resources,Grande Prairie,Oil,Colorado Group,55.2378,-118.6096,2018-02-15,2018-04-27,1326.9,Orphan,16.2,0.0,34.6,20.91,27106.0,62.0,30324.0
AB-100255,MEG Energy,Medicine Hat,Heavy Oil,Montney,50.0344,-110.7433,2014-02-19,2014-07-18,1619.3,Producing,68.6,3.7,60.6,38.28,163801.0,416.0,439487.0
AB-100256,Whitecap Resources,Grande Prairie,Gas,Duvernay,55.582,-118.6467,2021-09-04,2021-11-08,1582.7,Producing,38.8,11.6,86.3,28.51,938.0,875.0,645.0
AB-100257,Imperial Oil,Medicine Hat,Oil Sands,Colorado Group,50.1119,-110.4264,2015-11-07,2016-02-11,2343.0,Abandoned,31.4,0.0,90.2,38.7,114685.0,48.0,311713.0
AB-100258,Obsidian Energy,Athabasca,Oil,McMurray,58.2225,-111.759,2020-04-06,2020-06-14,927.6,Producing,19.6,6.4,40.9,39.02,28070.0,62.0,42126.0
AB-100259,MEG Energy,Grande Prairie,Heavy Oil,Viking,55.1241,-119.4973,2020-07-23,2021-01-15,1901.6,Suspended,36.9,0.0,30.6,38.18,33290.0,63.0,65735.0
AB-100260,MEG Energy,Grande Prairie,Oil,Montney,54.8717,-118.7846,2016-05-10,2016-10-08,1015.9,Producing,86.9,15.2,61.9,13.36,174197.0,445.0,290212.0
AB-100261,Obsidian Energy,Grande Prairie,Oil Sands,McMurray,55.3973,-119.4874,2001-08-17,2001-12-08,1310.4,Producing,126.2,0.1,57.2,39.37,1057668.0,189.0,1835048.0
AB-100262,Canadian Natural Resources,Athabasca,Oil,Viking,57.8795,-111.1476,2000-08-05,2000-08-30,1154.2,Suspended,328.8,0.0,84.9,37.26,1448063.0,76.0,2985449.0
AB-100263,Obsidian Energy,Athabasca,Gas,Cardium,57.3849,-111.5531,2003-07-27,2003-10-19,2223.3,Suspended,50.9,0.0,81.6,32.46,1259.0,2970.0,1386.0
AB-100264,Crescent Point Energy,Grande Prairie,Oil,Cardium,55.436,-119.3366,2000-02-02,2000-05-20,,Suspended,59.2,0.0,81.4,25.24,290147.0,1052.0,435530.0
AB-100265,Suncor Energy,Medicine Hat,Heavy Oil,Cardium,50.0707,-110.5431,2023-03-09,2023-05-26,2387.8,Producing,19.7,6.7,39.9,28.17,18427.0,308.0,37735.0
AB-100266,Cenovus Energy,Grande Prairie,Gas,Cardium,55.586,-118.5882,2000-03-02,2000-07-20,,Suspended,60.7,0.0,63.4,21.49,330.0,7431.0,966.0
AB-100267,Baytex Energy,Cold Lake,Oil Sands,Clearwater,54.5294,-109.9282,2023-06-12,2023-07-22,1267.0,Suspended,47.6,0.0,56.0,18.91,23297.0,661.0,22378.0
AB-100268,Imperial Oil,Athabasca,Oil Sands,Duvernay,58.1928,-111.6352,2003-05-08,2003-09-14,2170.5,Suspended,73.9,0.0,94.3,27.67,519655.0,4300.0,1176561.0
AB-100269,Athabasca Oil Corp,Lloydminster,Oil Sands,McMurray,52.9105,-110.1601,2005-06-16,2005-12-06,1423.1,Producing,163.0,1.1,64.2,27.33,648168.0,40.0,421707.0
AB-100270,Athabasca Oil Corp,Lloydminster,Gas,Bakken,53.1718,-110.1458,2022-06-03,2022-06-23,1559.9,Producing,126.0,46.6,68.3,13.25,4790.0,9273.0,1869.0
AB-100271,Suncor Energy,Peace River,Oil,Montney,56.7122,-117.3241,2009-10-13,2009-11-20,2094.5,Producing,39.6,0.2,86.6,27.65,180986.0,44.0,273203.0
AB-100272,Cenovus Energy,Cold Lake,Heavy Oil,Duvernay,54.0019,-109.8112,2015-07-07,2015-09-18,2553.8,Producing,54.9,10.9,52.7,22.28,173921.0,22.0,141505.0
AB-100273,Whitecap Resources,Peace River,Oil,Bakken,56.3037,-117.407,2022-10-19,2023-01-06,1673.7,Producing,29.0,11.0,31.9,7.43,17784.0,22.0,15817.0
AB-100274,Suncor Energy,Lloydminster,Heavy Oil,Montney,52.8234,-109.8811,2016-09-14,2016-11-16,1358.6,Producing,130.1,10.0,39.7,25.59,300992.0,169.0,446060.0
AB-100275,Suncor Energy,Athabasca,Heavy Oil,Cardium,56.2459,-111.3261,2002-10-09,2003-04-02,2543.6,Producing,62.4,9.5,81.1,27.54,309200.0,38.0,842570.0
AB-100276,Obsidian Energy,Cold Lake,Oil,Colorado Group,54.4768,-110.4248,2015-10-20,2015-12-31,1733.9,Producing,58.1,2.6,43.0,25.58,218338.0,122.0,268475.0
AB-100277,Canadian Natural Resources,Athabasca,Oil,Montney,56.7486,-111.8498,2000-10-25,2000-12-08,1659.6,Producing,32.1,0.1,82.3,1.72,144570.0,986.0,350374.0
AB-100278,Obsidian Energy,Medicine Hat,Oil Sands,Viking,50.1382,-111.1495,2021-11-25,2022-05-20,,Suspended,109.0,0.0,68.2,24.22,150873.0,1988.0,301904.0
AB-100279,Suncor Energy,Lloydminster,Oil Sands,Montney,53.1761,-110.1798,2018-11-18,2019-04-06,766.1,Producing,244.1,50.9,59.0,1.29,422101.0,4496.0,944993.0
AB-100280,Cenovus Energy,Peace River,Gas,Clearwater,56.2692,-116.5177,2009-08-05,2009-12-03,2567.2,Producing,97.8,8.2,59.0,8.97,3134.0,145.0,5728.0
AB-100281,Crescent Point Energy,Medicine Hat,Oil Sands,McMurray,50.4331,-111.1994,2006-08-10,2006-09-10,300.0,Producing,53.3,2.9,54.0,6.05,241900.0,342.0,137325.0
AB-100282,Canadian Natural Resources,Cold Lake,Oil,Duvernay,54.6224,-110.3457,1999-09-13,1999-11-17,1573.5,Abandoned,62.0,0.0,89.4,38.53,546481.0,114.0,1599376.0
